column 1,address_1,case_number,city,clearance_type,created_at,day_of_week,hour_of_day,incident_datetime,incident_description,incident_id,incident_type_primary,latitude,location,longitude,parent_incident_type,state,updated_at
6554,1700 Block S 2000 W,C1664651,SYRACUSE,,10/23/2016 04:02:13 AM,Friday,15,10/21/2016 03:53:56 PM,Susp Circumstance,778044404,CAD: Susp Circumstance,41.0885,"{'type': 'Point', 'coordinates': [-112.065, 41.0885]}",-112.065,Community Policing,UT,11/05/2016 05:59:52 AM
6555,600 Block S 2000 W,C1664737,SYRACUSE,,10/23/2016 04:02:13 AM,Friday,20,10/21/2016 08:33:57 PM,Pedestrian Stop,778044389,CAD: Pedestrian Stop,41.1042,"{'type': 'Point', 'coordinates': [-112.065, 41.1042]}",-112.065,Pedestrian Stop,UT,11/05/2016 05:59:53 AM
6556,1400 Block S 2000 W,C1664780,SYRACUSE,,10/23/2016 04:02:13 AM,Friday,22,10/21/2016 10:59:27 PM,Extra Patrol REQUEST,778044387,CAD: Extra Patrol REQUEST,41.0925,"{'type': 'Point', 'coordinates': [-112.065, 41.0925]}",-112.065,Community Policing,UT,11/05/2016 05:59:53 AM
6557,2200 Block W 1700 S,C1314038,SYRACUSE,,04/20/2016 03:01:43 PM,Sunday,21,07/06/2014 09:22:59 PM,Disorderly Conduct,757393491,CAD: Disorderly Conduct,41.0892,"{'type': 'Point', 'coordinates': [-112.069, 41.0892]}",-112.069,Disorder,UT,05/17/2016 11:11:18 PM
6558,3900 Block W SAUNTON CIR,C1314095,SYRACUSE,,04/20/2016 03:01:43 PM,Sunday,23,07/06/2014 11:10:34 PM,Paraphernalia,757393490,CAD: Paraphernalia,41.0955,"{'type': 'Point', 'coordinates': [-112.102, 41.0955]}",-112.102,Drugs,UT,05/17/2016 11:11:20 PM
6559,1400 Block S RUBY WAY,C1314123,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,0,07/07/2014 12:31:54 AM,Susp Circumstance,757393489,CAD: Susp Circumstance,41.0916,"{'type': 'Point', 'coordinates': [-112.056, 41.0916]}",-112.056,Community Policing,UT,05/17/2016 11:11:23 PM
6560,3500 Block W 1700 S,C1314130,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,1,07/07/2014 01:13:47 AM,Traffic Stop,757393488,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.093, 41.0892]}",-112.093,Vehicle Stop,UT,05/17/2016 11:11:18 PM
6561,500 Block W 2525 S,C1314147,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,3,07/07/2014 03:18:51 AM,Agency Assistance,757393487,CAD: Agency Assistance,41.0772,"{'type': 'Point', 'coordinates': [-112.037, 41.0772]}",-112.037,Other,UT,05/17/2016 11:11:22 PM
6562,1100 Block S 2000 W,C1314150,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,3,07/07/2014 03:51:55 AM,Traffic Stop,757393486,CAD: Traffic Stop,41.0987,"{'type': 'Point', 'coordinates': [-112.065, 41.0987]}",-112.065,Vehicle Stop,UT,05/17/2016 11:11:18 PM
6563,3100 Block S BLUFF RD,C1314153,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,4,07/07/2014 04:05:38 AM,Extra Patrol On Site Call,757393485,CAD: Extra Patrol On Site Call,41.0675,"{'type': 'Point', 'coordinates': [-112.052, 41.0675]}",-112.052,Community Policing,UT,05/17/2016 11:11:22 PM
6564,2300 Block S 1000 W,C1314154,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,4,07/07/2014 04:17:39 AM,Extra Patrol On Site Call,757393484,CAD: Extra Patrol On Site Call,41.0797,"{'type': 'Point', 'coordinates': [-112.045, 41.0797]}",-112.045,Community Policing,UT,05/17/2016 11:11:22 PM
6565,1800 Block W 1500 S,C1314156,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,4,07/07/2014 04:21:05 AM,Extra Patrol On Site Call,757393483,CAD: Extra Patrol On Site Call,41.0905,"{'type': 'Point', 'coordinates': [-112.061, 41.0905]}",-112.061,Community Policing,UT,05/17/2016 11:11:22 PM
6566,2200 Block W 1700 S,C1314157,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,4,07/07/2014 04:25:34 AM,Extra Patrol On Site Call,757393482,CAD: Extra Patrol On Site Call,41.0892,"{'type': 'Point', 'coordinates': [-112.069, 41.0892]}",-112.069,Community Policing,UT,05/17/2016 11:11:22 PM
6567,1000 Block W 1700 S,C1314158,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,4,07/07/2014 04:34:15 AM,Traffic Stop,757393481,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.045, 41.0892]}",-112.045,Vehicle Stop,UT,05/17/2016 11:11:18 PM
6568,3100 Block S BLUFF RD,C1314166,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,6,07/07/2014 06:33:22 AM,Extra Patrol On Site Call,757393480,CAD: Extra Patrol On Site Call,41.0675,"{'type': 'Point', 'coordinates': [-112.052, 41.0675]}",-112.052,Community Policing,UT,05/17/2016 11:11:22 PM
6569,1300 Block W 2325 S,C1314172,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,6,07/07/2014 06:56:05 AM,Susp Circumstance,757393479,CAD: Susp Circumstance,41.08,"{'type': 'Point', 'coordinates': [-112.052, 41.08]}",-112.052,Community Policing,UT,05/17/2016 11:11:23 PM
6570,2600 Block W 1700 S,C1314188,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,7,07/07/2014 07:55:25 AM,Traffic Stop,757393478,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.076, 41.0892]}",-112.076,Vehicle Stop,UT,05/17/2016 11:11:18 PM
6571,2500 Block W 700 S,C1314221,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,9,07/07/2014 09:37:55 AM,Traffic Stop,757393477,CAD: Traffic Stop,41.1037,"{'type': 'Point', 'coordinates': [-112.074, 41.1037]}",-112.074,Vehicle Stop,UT,05/17/2016 11:11:18 PM
6572,1300 Block S 2000 W,C1314225,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,9,07/07/2014 09:48:20 AM,Found Property,757393476,CAD: Found Property,41.0938,"{'type': 'Point', 'coordinates': [-112.065, 41.0938]}",-112.065,Other,UT,05/17/2016 11:11:17 PM
6573,2300 Block W 700 S,C1314251,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,11,07/07/2014 11:15:02 AM,Traffic Stop,757393475,CAD: Traffic Stop,41.1037,"{'type': 'Point', 'coordinates': [-112.07, 41.1037]}",-112.07,Vehicle Stop,UT,05/17/2016 11:11:18 PM
6574,600 Block S 2000 W,C1314260,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,11,07/07/2014 11:56:48 AM,Traffic Stop,757393473,CAD: Traffic Stop,41.1051,"{'type': 'Point', 'coordinates': [-112.065, 41.1051]}",-112.065,Vehicle Stop,UT,05/17/2016 11:11:18 PM
6575,2200 Block W 1700 S,C1314268,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,12,07/07/2014 12:15:41 PM,Cruelty to Animals,757393472,CAD: Cruelty to Animals,41.0892,"{'type': 'Point', 'coordinates': [-112.069, 41.0892]}",-112.069,Disorder,UT,05/17/2016 11:11:21 PM
6576,1300 Block S MARILYN DR,C1314293,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,13,07/07/2014 01:04:55 PM,Susp Circumstance,757393470,CAD: Susp Circumstance,41.0947,"{'type': 'Point', 'coordinates': [-112.052, 41.0947]}",-112.052,Community Policing,UT,05/17/2016 11:11:23 PM
6577,2100 Block S 1800 W,C1314320,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,14,07/07/2014 02:25:39 PM,Susp Circumstance,757393469,CAD: Susp Circumstance,41.0825,"{'type': 'Point', 'coordinates': [-112.061, 41.0825]}",-112.061,Community Policing,UT,05/17/2016 11:11:23 PM
6578,2200 Block W 1700 S,C1314334,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,14,07/07/2014 02:59:43 PM,Traffic Stop,757393468,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.069, 41.0892]}",-112.069,Vehicle Stop,UT,05/17/2016 11:11:18 PM
6579,900 Block W 1700 S,C1314380,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,16,07/07/2014 04:52:38 PM,Welfare Check,757393467,CAD: Welfare Check,41.0892,"{'type': 'Point', 'coordinates': [-112.044, 41.0892]}",-112.044,Other,UT,05/17/2016 11:11:18 PM
6580,2300 Block S 3450 W,C1314386,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,17,07/07/2014 05:12:27 PM,Residential Alarm,757393466,CAD: Residential Alarm,41.0793,"{'type': 'Point', 'coordinates': [-112.092, 41.0793]}",-112.092,Alarm,UT,05/17/2016 11:11:18 PM
6581,1800 Block S 1675 W,C1314407,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,17,07/07/2014 05:45:25 PM,Missing Person,757393465,CAD: Missing Person,41.087,"{'type': 'Point', 'coordinates': [-112.058, 41.087]}",-112.058,Missing Person,UT,05/17/2016 11:11:21 PM
6582,1400 Block S 3000 W,C1314432,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,18,07/07/2014 06:49:09 PM,Traffic Stop,757393463,CAD: Traffic Stop,41.0937,"{'type': 'Point', 'coordinates': [-112.084, 41.0937]}",-112.084,Vehicle Stop,UT,05/17/2016 11:11:18 PM
6583,2600 Block W 2700 S,C1314439,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,19,07/07/2014 07:05:17 PM,Traffic Stop,757393461,CAD: Traffic Stop,41.0752,"{'type': 'Point', 'coordinates': [-112.076, 41.0752]}",-112.076,Vehicle Stop,UT,05/17/2016 11:11:18 PM
6584,2200 Block W 1700 S,C1314458,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,19,07/07/2014 07:48:40 PM,Traffic Stop,757393460,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.069, 41.0892]}",-112.069,Vehicle Stop,UT,05/17/2016 11:11:18 PM
6585,1300 Block W 2375 S,C1314467,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,20,07/07/2014 08:30:03 PM,Lost Child,757393459,CAD: Lost Child,41.0792,"{'type': 'Point', 'coordinates': [-112.052, 41.0792]}",-112.052,Missing Person,UT,05/17/2016 11:11:21 PM
6586,900 Block W 2010 S,C1314482,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,21,07/07/2014 09:15:25 PM,Traffic Stop,757393458,CAD: Traffic Stop,41.0846,"{'type': 'Point', 'coordinates': [-112.044, 41.0846]}",-112.044,Vehicle Stop,UT,05/17/2016 11:11:18 PM
6587,1400 Block S 4100 W,C1314530,SYRACUSE,,04/20/2016 03:01:43 PM,Monday,23,07/07/2014 11:51:25 PM,Susp Circumstance,757393457,CAD: Susp Circumstance,41.0936,"{'type': 'Point', 'coordinates': [-112.105, 41.0936]}",-112.105,Community Policing,UT,05/17/2016 11:11:23 PM
6588,2300 Block S 1000 W,C1314573,SYRACUSE,,04/20/2016 03:01:43 PM,Tuesday,2,07/08/2014 02:43:43 AM,Extra Patrol On Site Call,757393456,CAD: Extra Patrol On Site Call,41.0797,"{'type': 'Point', 'coordinates': [-112.045, 41.0797]}",-112.045,Community Policing,UT,05/17/2016 11:11:22 PM
6589,2600 Block S BLUFF RIDGE DR,C1314576,SYRACUSE,,04/20/2016 03:01:43 PM,Tuesday,2,07/08/2014 02:47:54 AM,Extra Patrol On Site Call,757393455,CAD: Extra Patrol On Site Call,41.0757,"{'type': 'Point', 'coordinates': [-112.041, 41.0757]}",-112.041,Community Policing,UT,05/17/2016 11:11:22 PM
6590,1400 Block S 1000 W,C1314587,SYRACUSE,,04/20/2016 03:01:43 PM,Tuesday,5,07/08/2014 05:04:16 AM,Controlled Substance Problem,757393453,CAD: Controlled Substance Problem,41.0924,"{'type': 'Point', 'coordinates': [-112.045, 41.0924]}",-112.045,Drugs,UT,05/17/2016 11:11:20 PM
6591,600 Block S 2000 W,C1314605,SYRACUSE,,04/20/2016 03:01:43 PM,Tuesday,7,07/08/2014 07:20:58 AM,Traffic Stop,757393454,CAD: Traffic Stop,41.1042,"{'type': 'Point', 'coordinates': [-112.065, 41.1042]}",-112.065,Vehicle Stop,UT,05/17/2016 11:11:18 PM
6592,1800 Block W 2525 S,C1314625,SYRACUSE,,04/20/2016 03:01:43 PM,Tuesday,8,07/08/2014 08:29:25 AM,Agency Assistance,757393452,CAD: Agency Assistance,41.0774,"{'type': 'Point', 'coordinates': [-112.061, 41.0774]}",-112.061,Other,UT,05/17/2016 11:11:22 PM
6593,3500 Block W 2550 S,C1314641,SYRACUSE,,04/20/2016 03:01:43 PM,Tuesday,9,07/08/2014 09:56:43 AM,Ordinance Violation,757393451,CAD: Ordinance Violation,41.0769,"{'type': 'Point', 'coordinates': [-112.095, 41.0769]}",-112.095,Other,UT,05/17/2016 11:11:20 PM
6594,900 Block W 1700 S,C1314642,SYRACUSE,,04/20/2016 03:01:43 PM,Tuesday,9,07/08/2014 09:57:02 AM,Extra Patrol On Site Call,757393450,CAD: Extra Patrol On Site Call,41.0892,"{'type': 'Point', 'coordinates': [-112.044, 41.0892]}",-112.044,Community Policing,UT,05/17/2016 11:11:22 PM
6595,2800 Block W 1975 S,C1314662,SYRACUSE,,04/20/2016 03:01:43 PM,Tuesday,11,07/08/2014 11:43:11 AM,Ordinance Violation,757393449,CAD: Ordinance Violation,41.0852,"{'type': 'Point', 'coordinates': [-112.081, 41.0852]}",-112.081,Other,UT,05/17/2016 11:11:20 PM
6596,2700 Block W 2300 S,C1314665,SYRACUSE,,04/20/2016 03:01:43 PM,Tuesday,11,07/08/2014 11:48:50 AM,Criminal Mischief,757393448,CAD: Criminal Mischief,41.0805,"{'type': 'Point', 'coordinates': [-112.078, 41.0805]}",-112.078,Property Crime,UT,05/17/2016 11:11:23 PM
6597,1900 Block W 2175 S,C1314703,SYRACUSE,,04/20/2016 03:01:43 PM,Tuesday,13,07/08/2014 01:34:47 PM,Traffic Stop,757393445,CAD: Traffic Stop,41.0823,"{'type': 'Point', 'coordinates': [-112.064, 41.0823]}",-112.064,Vehicle Stop,UT,05/17/2016 11:11:18 PM
6598,2200 Block S 1660 W,C1314729,SYRACUSE,,04/20/2016 03:01:43 PM,Tuesday,14,07/08/2014 02:52:38 PM,Lost Property,757393444,CAD: Lost Property,41.0809,"{'type': 'Point', 'coordinates': [-112.058, 41.0809]}",-112.058,Other,UT,05/17/2016 11:11:17 PM
6599,2200 Block W 1700 S,C1314743,SYRACUSE,,04/20/2016 03:01:43 PM,Tuesday,15,07/08/2014 03:37:16 PM,Theft,757393443,CAD: Theft,41.0892,"{'type': 'Point', 'coordinates': [-112.069, 41.0892]}",-112.069,Theft,UT,05/17/2016 11:11:19 PM
6600,3900 Block W HAMMON LN,C1314780,SYRACUSE,,04/20/2016 03:01:43 PM,Tuesday,17,07/08/2014 05:15:03 PM,Assist Citizen,757393442,CAD: Assist Citizen,41.0947,"{'type': 'Point', 'coordinates': [-112.102, 41.0947]}",-112.102,Other,UT,05/17/2016 11:11:20 PM
6601,2700 Block S 900 W,C1314846,SYRACUSE,,04/20/2016 03:01:43 PM,Tuesday,19,07/08/2014 07:56:18 PM,Welfare Check,757393441,CAD: Welfare Check,41.0738,"{'type': 'Point', 'coordinates': [-112.043, 41.0738]}",-112.043,Other,UT,05/17/2016 11:11:18 PM
6602,2200 Block W 1700 S,C1314893,SYRACUSE,,04/20/2016 03:01:43 PM,Tuesday,22,07/08/2014 10:00:55 PM,Susp Circumstance,757393440,CAD: Susp Circumstance,41.0892,"{'type': 'Point', 'coordinates': [-112.069, 41.0892]}",-112.069,Community Policing,UT,05/17/2016 11:11:23 PM
6603,2200 Block W 1700 S,C1314901,SYRACUSE,,04/20/2016 03:01:43 PM,Tuesday,22,07/08/2014 10:25:36 PM,Noise Complaint,757393437,CAD: Noise Complaint,41.0892,"{'type': 'Point', 'coordinates': [-112.069, 41.0892]}",-112.069,Disorder,UT,05/17/2016 11:11:21 PM
6604,900 Block W 1700 S,C1314906,SYRACUSE,,04/20/2016 03:01:43 PM,Tuesday,22,07/08/2014 10:38:59 PM,Traffic Stop,757393439,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.044, 41.0892]}",-112.044,Vehicle Stop,UT,05/17/2016 11:11:18 PM
6605,2700 Block W 2300 S,C1314908,SYRACUSE,,04/20/2016 03:01:43 PM,Tuesday,22,07/08/2014 10:49:47 PM,Extra Patrol REQUEST,757393438,CAD: Extra Patrol REQUEST,41.0805,"{'type': 'Point', 'coordinates': [-112.078, 41.0805]}",-112.078,Community Policing,UT,05/17/2016 11:11:24 PM
6606,1700 Block W 1700 S,C1314914,SYRACUSE,,04/20/2016 03:01:43 PM,Tuesday,23,07/08/2014 11:12:57 PM,Noise Complaint,757393436,CAD: Noise Complaint,41.0891,"{'type': 'Point', 'coordinates': [-112.06, 41.0891]}",-112.06,Disorder,UT,05/17/2016 11:11:21 PM
6607,1800 Block W 2700 S,C1314931,SYRACUSE,,04/20/2016 03:01:43 PM,Wednesday,0,07/09/2014 12:03:49 AM,Extra Patrol On Site Call,757393435,CAD: Extra Patrol On Site Call,41.0747,"{'type': 'Point', 'coordinates': [-112.06, 41.0747]}",-112.06,Community Policing,UT,05/17/2016 11:11:22 PM
6608,1900 Block S DORAL DR,C1314937,SYRACUSE,,04/20/2016 03:01:43 PM,Wednesday,0,07/09/2014 12:32:18 AM,Extra Patrol On Site Call,757393434,CAD: Extra Patrol On Site Call,41.086,"{'type': 'Point', 'coordinates': [-112.095, 41.086]}",-112.095,Community Policing,UT,05/17/2016 11:11:22 PM
6609,1300 Block W 1700 S,C1314939,SYRACUSE,,04/20/2016 03:01:43 PM,Wednesday,0,07/09/2014 12:55:07 AM,Traffic Stop,757393433,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.052, 41.0891]}",-112.052,Vehicle Stop,UT,05/17/2016 11:11:18 PM
6610,2000 Block S 550 W,C1314980,SYRACUSE,,04/20/2016 03:01:43 PM,Wednesday,5,07/09/2014 05:53:29 AM,Residential Alarm,757393432,CAD: Residential Alarm,41.0833,"{'type': 'Point', 'coordinates': [-112.036, 41.0833]}",-112.036,Alarm,UT,05/17/2016 11:11:18 PM
6611,1700 Block S DORAL DR,C1315000,SYRACUSE,,04/20/2016 03:01:43 PM,Wednesday,7,07/09/2014 07:52:09 AM,Traffic Stop,757393431,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.095, 41.0892]}",-112.095,Vehicle Stop,UT,05/17/2016 11:11:18 PM
6612,2400 Block W 700 S,C1315011,SYRACUSE,,04/20/2016 03:01:43 PM,Wednesday,8,07/09/2014 08:28:05 AM,Radar Enforcement,757393430,CAD: Radar Enforcement,41.1037,"{'type': 'Point', 'coordinates': [-112.072, 41.1037]}",-112.072,Traffic,UT,05/17/2016 11:11:22 PM
6613,1500 Block W 1700 S,C1315063,SYRACUSE,,04/20/2016 03:01:43 PM,Wednesday,11,07/09/2014 11:30:00 AM,Traffic Stop,757393428,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.055, 41.0891]}",-112.055,Vehicle Stop,UT,05/17/2016 11:11:18 PM
6614,2300 Block W 2200 S,C1315124,SYRACUSE,,04/20/2016 03:01:43 PM,Wednesday,14,07/09/2014 02:19:06 PM,"Theft, Automobile",757393425,"CAD: Theft, Automobile",41.0815,"{'type': 'Point', 'coordinates': [-112.071, 41.0815]}",-112.071,Theft of Vehicle,UT,05/17/2016 11:11:22 PM
6615,700 Block W 1700 S,C1315213,CLEARFIELD,,04/20/2016 03:01:43 PM,Wednesday,18,07/09/2014 06:04:47 PM,Traffic Stop,757393422,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.04, 41.0892]}",-112.04,Vehicle Stop,UT,05/17/2016 11:11:18 PM
6616,2300 Block W 700 S,C1315222,SYRACUSE,,04/20/2016 03:01:43 PM,Wednesday,18,07/09/2014 06:29:04 PM,Traffic Stop,757393420,CAD: Traffic Stop,41.1037,"{'type': 'Point', 'coordinates': [-112.071, 41.1037]}",-112.071,Vehicle Stop,UT,05/17/2016 11:11:18 PM
6617,2800 Block W 700 S,C1315225,SYRACUSE,,04/20/2016 03:01:43 PM,Wednesday,18,07/09/2014 06:35:38 PM,Traffic Stop,757393419,CAD: Traffic Stop,41.1037,"{'type': 'Point', 'coordinates': [-112.081, 41.1037]}",-112.081,Vehicle Stop,UT,05/17/2016 11:11:18 PM
6618,1800 Block S 3300 W,C1315274,SYRACUSE,,04/20/2016 03:01:43 PM,Wednesday,20,07/09/2014 08:19:09 PM,Business Alarm,757393415,CAD: Business Alarm,41.0875,"{'type': 'Point', 'coordinates': [-112.09, 41.0875]}",-112.09,Alarm,UT,05/17/2016 11:11:22 PM
6619,900 Block W 1700 S,C1315281,SYRACUSE,,04/20/2016 03:01:43 PM,Wednesday,21,07/09/2014 09:02:14 PM,Traffic Stop,757393414,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.045, 41.0892]}",-112.045,Vehicle Stop,UT,05/17/2016 11:11:18 PM
6620,2400 Block W 1700 S,C1315283,SYRACUSE,,04/20/2016 03:01:43 PM,Wednesday,21,07/09/2014 09:11:34 PM,Traffic Stop,757393412,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.073, 41.0892]}",-112.073,Vehicle Stop,UT,05/17/2016 11:11:18 PM
6621,S DAVID ST,C1315295,SYRACUSE,,04/20/2016 03:01:43 PM,Wednesday,21,07/09/2014 09:55:56 PM,Fireworks,757393411,CAD: Fireworks,41.0937,"{'type': 'Point', 'coordinates': [-112.054, 41.0937]}",-112.054,Disorder,UT,05/17/2016 11:11:20 PM
6622,700 Block S BANBURY DR,C1315296,SYRACUSE,,04/20/2016 03:01:43 PM,Wednesday,22,07/09/2014 10:01:54 PM,Traffic Stop,757393410,CAD: Traffic Stop,41.1026,"{'type': 'Point', 'coordinates': [-112.059, 41.1026]}",-112.059,Vehicle Stop,UT,05/17/2016 11:11:18 PM
6623,600 Block W 2225 S,C1315336,SYRACUSE,,04/20/2016 03:01:43 PM,Wednesday,23,07/09/2014 11:48:03 PM,Susp Circumstance,757393409,CAD: Susp Circumstance,41.0816,"{'type': 'Point', 'coordinates': [-112.039, 41.0816]}",-112.039,Community Policing,UT,05/17/2016 11:11:23 PM
6624,2600 Block S BLUFF RIDGE DR,C1315340,SYRACUSE,,04/20/2016 03:01:43 PM,Thursday,0,07/10/2014 12:06:39 AM,Extra Patrol On Site Call,757393408,CAD: Extra Patrol On Site Call,41.0757,"{'type': 'Point', 'coordinates': [-112.041, 41.0757]}",-112.041,Community Policing,UT,05/17/2016 11:11:22 PM
6625,300 Block S 2000 W,C1929863,SYRACUSE,,08/04/2018 06:10:47 AM,Friday,23,08/03/2018 11:02:09 PM,Traffic Stop,866088200,CAD: Traffic Stop,41.1096,"{'type': 'Point', 'coordinates': [-112.065, 41.1096]}",-112.065,Vehicle Stop,UT,08/16/2018 01:51:03 AM
6626,2000 Block W 2175 S,C1929868,SYRACUSE,,08/04/2018 06:10:47 AM,Friday,23,08/03/2018 11:08:51 PM,Criminal Mischief,866088195,CAD: Criminal Mischief,41.0823,"{'type': 'Point', 'coordinates': [-112.066, 41.0823]}",-112.066,Property Crime,UT,08/16/2018 01:51:03 AM
6627,2200 Block W 1700 S,C1659526,SYRACUSE,,10/10/2016 04:01:58 AM,Saturday,17,10/08/2016 05:00:16 PM,Shoplifting,775980141,CAD: Shoplifting,41.0892,"{'type': 'Point', 'coordinates': [-112.069, 41.0892]}",-112.069,Theft,UT,10/23/2016 06:00:52 AM
6628,S 1000 W & S BLUFF RD,C1659567,SYRACUSE,,10/10/2016 04:01:58 AM,Saturday,18,10/08/2016 06:42:47 PM,Traffic Stop,775980139,CAD: Traffic Stop,41.063,"{'type': 'Point', 'coordinates': [-112.045, 41.063]}",-112.045,Vehicle Stop,UT,10/23/2016 06:00:54 AM
6629,800 Block W 1700 S,C1659623,SYRACUSE,,10/10/2016 04:01:58 AM,Saturday,21,10/08/2016 09:31:53 PM,Traffic Stop,775980134,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.043, 41.0892]}",-112.043,Vehicle Stop,UT,10/23/2016 06:00:56 AM
6630,600 Block S 2000 W,C1661300,SYRACUSE,,10/15/2016 04:02:06 AM,Thursday,12,10/13/2016 12:29:04 PM,Theft,777099197,CAD: Theft,41.1042,"{'type': 'Point', 'coordinates': [-112.065, 41.1042]}",-112.065,Theft,UT,10/28/2016 05:59:52 AM
6631,2800 Block W 2175 S,C1661324,SYRACUSE,,10/15/2016 04:02:06 AM,Thursday,13,10/13/2016 01:36:08 PM,Lost Child,777099195,CAD: Lost Child,41.0823,"{'type': 'Point', 'coordinates': [-112.081, 41.0823]}",-112.081,Missing Person,UT,10/28/2016 05:59:52 AM
6632,3100 Block S BLUFF RD,C1315344,SYRACUSE,,04/20/2016 03:01:43 PM,Thursday,0,07/10/2014 12:20:21 AM,Extra Patrol On Site Call,757393407,CAD: Extra Patrol On Site Call,41.0675,"{'type': 'Point', 'coordinates': [-112.052, 41.0675]}",-112.052,Community Policing,UT,05/17/2016 11:11:22 PM
6633,1100 Block S SPYGLASS HILL RD,C1315350,SYRACUSE,,04/20/2016 03:01:43 PM,Thursday,0,07/10/2014 12:36:40 AM,Susp Circumstance,757393405,CAD: Susp Circumstance,41.0974,"{'type': 'Point', 'coordinates': [-112.089, 41.0974]}",-112.089,Community Policing,UT,05/17/2016 11:11:23 PM
6634,600 Block S 2000 W,C1315355,SYRACUSE,,04/20/2016 03:01:43 PM,Thursday,1,07/10/2014 01:07:51 AM,Extra Patrol On Site Call,757393404,CAD: Extra Patrol On Site Call,41.1042,"{'type': 'Point', 'coordinates': [-112.065, 41.1042]}",-112.065,Community Policing,UT,05/17/2016 11:11:22 PM
6635,1800 Block W 1500 S,C1315362,SYRACUSE,,04/20/2016 03:01:43 PM,Thursday,1,07/10/2014 01:21:26 AM,Extra Patrol On Site Call,757393403,CAD: Extra Patrol On Site Call,41.0905,"{'type': 'Point', 'coordinates': [-112.061, 41.0905]}",-112.061,Community Policing,UT,05/17/2016 11:11:22 PM
6636,2200 Block W 1700 S,C1315365,SYRACUSE,,04/20/2016 03:01:43 PM,Thursday,1,07/10/2014 01:24:11 AM,Extra Patrol On Site Call,757393402,CAD: Extra Patrol On Site Call,41.0892,"{'type': 'Point', 'coordinates': [-112.069, 41.0892]}",-112.069,Community Policing,UT,05/17/2016 11:11:22 PM
6637,1300 Block S 2000 W,C1315368,SYRACUSE,,04/20/2016 03:01:43 PM,Thursday,1,07/10/2014 01:42:27 AM,Traffic Stop,757393401,CAD: Traffic Stop,41.0941,"{'type': 'Point', 'coordinates': [-112.065, 41.0941]}",-112.065,Vehicle Stop,UT,05/17/2016 11:11:18 PM
6638,3800 Block S 600 W,C1315394,SYRACUSE,,04/20/2016 03:01:43 PM,Thursday,4,07/10/2014 04:55:27 AM,Susp Circumstance,757393400,CAD: Susp Circumstance,41.0584,"{'type': 'Point', 'coordinates': [-112.037, 41.0584]}",-112.037,Community Policing,UT,05/17/2016 11:11:23 PM
6639,1700 Block W 1700 S,C1315434,SYRACUSE,,04/20/2016 03:01:43 PM,Thursday,8,07/10/2014 08:23:18 AM,Business Alarm,757393399,CAD: Business Alarm,41.0891,"{'type': 'Point', 'coordinates': [-112.061, 41.0891]}",-112.061,Alarm,UT,05/17/2016 11:11:22 PM
