column 1,address_1,case_number,city,clearance_type,created_at,day_of_week,hour_of_day,incident_datetime,incident_description,incident_id,incident_type_primary,latitude,location,longitude,parent_incident_type,state,updated_at,zip
2681,1600 Block N 2000 W,C1927931,CLINTON,,07/31/2018 06:09:20 AM,Monday,17,07/30/2018 05:35:22 PM,Traffic Stop,865308741,CAD: Traffic Stop,41.1369879,"{'type': 'Point', 'coordinates': [-112.0638633, 41.1369879]}",-112.0638633,Vehicle Stop,UT,08/11/2018 12:02:58 PM,84015.0
2682,2700 Block W 1400 N,C1927932,CLINTON,,07/31/2018 06:09:20 AM,Monday,17,07/30/2018 05:39:58 PM,Traffic Stop,865308742,CAD: Traffic Stop,41.1340931,"{'type': 'Point', 'coordinates': [-112.0784373, 41.1340931]}",-112.0784373,Vehicle Stop,UT,08/11/2018 12:02:58 PM,84015.0
2683,2200 Block W 1800 N,C1927944,CLINTON,,07/31/2018 06:09:20 AM,Monday,18,07/30/2018 06:09:59 PM,Traffic Stop,865308740,CAD: Traffic Stop,41.1402302,"{'type': 'Point', 'coordinates': [-112.0683129, 41.1402302]}",-112.0683129,Vehicle Stop,UT,08/11/2018 12:02:58 PM,84015.0
2684,1300 Block W 800 N,C1927951,CLINTON,,07/31/2018 06:09:20 AM,Monday,18,07/30/2018 06:26:10 PM,Traffic Stop,865308739,CAD: Traffic Stop,41.1258083,"{'type': 'Point', 'coordinates': [-112.0510181, 41.1258083]}",-112.0510181,Vehicle Stop,UT,08/11/2018 12:02:58 PM,84015.0
2685,2500 Block N 770 W,C1927960,CLINTON,,07/31/2018 06:09:20 AM,Monday,18,07/30/2018 06:35:02 PM,Threatening,865308737,CAD: Threatening,41.15042090000001,"{'type': 'Point', 'coordinates': [-112.0407885, 41.15042090000001]}",-112.0407885,Disorder,UT,08/11/2018 12:02:58 PM,84015.0
2686,3000 Block W 1300 N,C1927971,CLINTON,,07/31/2018 06:09:20 AM,Monday,18,07/30/2018 06:57:38 PM,Traffic Stop,865308738,CAD: Traffic Stop,41.1326168,"{'type': 'Point', 'coordinates': [-112.0837855, 41.1326168]}",-112.0837855,Vehicle Stop,UT,08/11/2018 12:02:58 PM,84015.0
2687,3000 Block W 2300 N,C1929472,CLINTON,,08/04/2018 06:10:47 AM,Friday,4,08/03/2018 04:23:53 AM,"Suspicious Person, Circumstnce",866088272,"CAD: Suspicious Person, Circumstnce",41.1470227,"{'type': 'Point', 'coordinates': [-112.084046, 41.1470227]}",-112.084046,Community Policing,UT,08/18/2018 03:20:51 AM,84015.0
2688,1000 Block W 1800 N,C1924806,CLINTON,,07/24/2018 06:29:42 AM,Monday,0,07/23/2018 12:11:07 AM,Extra Patrol On Site Call,864756527,CAD: Extra Patrol On Site Call,41.1384681,"{'type': 'Point', 'coordinates': [-112.0455644, 41.1384681]}",-112.0455644,Community Policing,UT,08/06/2018 12:01:06 PM,84015.0
2689,1200 Block N 3000 W,C1910303,CLINTON,,06/20/2018 06:20:54 AM,Tuesday,8,06/19/2018 08:00:13 AM,Susp Circumstance,859914439,CAD: Susp Circumstance,41.1311348,"{'type': 'Point', 'coordinates': [-112.0832513, 41.1311348]}",-112.0832513,Community Policing,UT,07/03/2018 09:54:35 PM,84015.0
2690,1500 Block W 1300 N,C1908591,CLINTON,,06/16/2018 06:29:11 AM,Friday,2,06/15/2018 02:16:01 AM,Pedestrian Stop,857546326,CAD: Pedestrian Stop,41.1326251,"{'type': 'Point', 'coordinates': [-112.0548441, 41.1326251]}",-112.0548441,Pedestrian Stop,UT,06/29/2018 12:14:06 PM,84015.0
2691,1900 Block N 2000 W,C1910313,CLINTON,,06/20/2018 06:20:54 AM,Tuesday,8,06/19/2018 08:42:09 AM,Traffic Stop,859914438,CAD: Traffic Stop,41.141532,"{'type': 'Point', 'coordinates': [-112.0638863, 41.141532]}",-112.0638863,Vehicle Stop,UT,07/03/2018 09:54:35 PM,84015.0
2692,2000 Block W 1800 N,C1921990,CLINTON,,07/17/2018 06:32:32 AM,Monday,22,07/16/2018 10:06:30 PM,Extra Patrol On Site Call,864116339,CAD: Extra Patrol On Site Call,41.1372077,"{'type': 'Point', 'coordinates': [-112.0609003, 41.1372077]}",-112.0609003,Community Policing,UT,07/31/2018 02:25:31 AM,84015.0
2693,1600 Block N 2000 W,C1904507,CLINTON,,06/06/2018 06:25:17 AM,Tuesday,17,06/05/2018 05:33:19 PM,Fraud Activities,856531424,CAD: Fraud Activities,41.1369879,"{'type': 'Point', 'coordinates': [-112.0638633, 41.1369879]}",-112.0638633,Theft,UT,06/16/2018 11:47:19 AM,84015.0
2694,2100 Block N 2290 W,C1904508,CLINTON,,06/06/2018 06:25:17 AM,Tuesday,17,06/05/2018 05:34:34 PM,Found Child,856531426,CAD: Found Child,41.1442757,"{'type': 'Point', 'coordinates': [-112.0695133, 41.1442757]}",-112.0695133,Missing Person,UT,06/16/2018 11:47:19 AM,84015.0
2695,2500 Block N 1500 W,C1904527,CLINTON,,06/06/2018 06:25:17 AM,Tuesday,18,06/05/2018 06:16:40 PM,Traffic Stop,856531423,CAD: Traffic Stop,41.1502112,"{'type': 'Point', 'coordinates': [-112.0545349, 41.1502112]}",-112.0545349,Vehicle Stop,UT,06/16/2018 11:47:19 AM,84015.0
2696,1400 Block N 1050 W,C1904598,CLINTON,,06/06/2018 06:25:17 AM,Tuesday,20,06/05/2018 08:58:00 PM,Unwanted Guest,856531419,CAD: Unwanted Guest,41.1340639,"{'type': 'Point', 'coordinates': [-112.0459519, 41.1340639]}",-112.0459519,Disorder,UT,06/16/2018 11:47:19 AM,84015.0
2697,2200 Block N 1500 W,C1904626,CLINTON,,06/06/2018 06:25:17 AM,Tuesday,21,06/05/2018 09:58:04 PM,Extra Patrol On Site Call,856531417,CAD: Extra Patrol On Site Call,41.1457978,"{'type': 'Point', 'coordinates': [-112.0548283, 41.1457978]}",-112.0548283,Community Policing,UT,06/16/2018 11:47:19 AM,84015.0
2698,1700 Block N 1300 W,C1904630,CLINTON,,06/06/2018 06:25:17 AM,Tuesday,22,06/05/2018 10:07:50 PM,Noise Complaint,856531416,CAD: Noise Complaint,41.1383218,"{'type': 'Point', 'coordinates': [-112.0509508, 41.1383218]}",-112.0509508,Disorder,UT,06/16/2018 11:47:19 AM,84015.0
2699,500 Block W 1300 N,C1906619,CLINTON,,06/11/2018 01:26:06 PM,Sunday,0,06/10/2018 12:28:02 AM,Traffic Stop,857047182,CAD: Traffic Stop,41.1326073,"{'type': 'Point', 'coordinates': [-112.0354941, 41.1326073]}",-112.0354941,Vehicle Stop,UT,06/24/2018 09:57:18 PM,84015.0
2700,2200 Block N 1500 W,C1906622,CLINTON,,06/11/2018 01:26:06 PM,Sunday,0,06/10/2018 12:38:30 AM,Susp Circumstance,857047181,CAD: Susp Circumstance,41.1457978,"{'type': 'Point', 'coordinates': [-112.0548283, 41.1457978]}",-112.0548283,Community Policing,UT,06/24/2018 09:57:18 PM,84015.0
2701,600 Block W 1800 N,C1907640,CLINTON,,06/13/2018 04:16:23 PM,Tuesday,23,06/12/2018 11:26:23 PM,Traffic Stop,857259585,CAD: Traffic Stop,41.1398836,"{'type': 'Point', 'coordinates': [-112.0375842, 41.1398836]}",-112.0375842,Vehicle Stop,UT,06/26/2018 08:17:36 AM,84015.0
2702,3400 Block W 1800 N,C1907651,CLINTON,,06/13/2018 04:16:23 PM,Tuesday,23,06/12/2018 11:47:33 PM,Susp Circumstance,857259584,CAD: Susp Circumstance,41.1399695,"{'type': 'Point', 'coordinates': [-112.0921673, 41.1399695]}",-112.0921673,Community Policing,UT,06/26/2018 08:17:36 AM,84015.0
2703,1200 Block N 1000 W,C1907654,CLINTON,,06/13/2018 04:16:23 PM,Tuesday,23,06/12/2018 11:59:16 PM,Traffic Stop,857259583,CAD: Traffic Stop,41.1311042,"{'type': 'Point', 'coordinates': [-112.0450099, 41.1311042]}",-112.0450099,Vehicle Stop,UT,06/26/2018 08:17:36 AM,84015.0
2704,1600 Block N 1500 W,C1908480,CLINTON,,06/15/2018 03:09:20 PM,Thursday,18,06/14/2018 06:29:25 PM,Traffic Stop,857466763,CAD: Traffic Stop,41.136953,"{'type': 'Point', 'coordinates': [-112.0545223, 41.136953]}",-112.0545223,Vehicle Stop,UT,06/28/2018 10:39:03 AM,84015.0
2705,1700 Block W 2300 N,C1908487,CLINTON,,06/15/2018 03:09:20 PM,Thursday,18,06/14/2018 06:39:56 PM,Traffic Stop,857466762,CAD: Traffic Stop,41.1471255,"{'type': 'Point', 'coordinates': [-112.0552701, 41.1471255]}",-112.0552701,Vehicle Stop,UT,06/28/2018 10:39:03 AM,84015.0
2706,2500 Block N 2500 W,C1908517,CLINTON,,06/15/2018 03:09:20 PM,Thursday,19,06/14/2018 07:55:24 PM,Traffic Stop,857466756,CAD: Traffic Stop,41.1502509,"{'type': 'Point', 'coordinates': [-112.0741614, 41.1502509]}",-112.0741614,Vehicle Stop,UT,06/28/2018 10:39:04 AM,84015.0
2707,2800 Block W 1300 N,C1908536,CLINTON,,06/15/2018 03:09:20 PM,Thursday,21,06/14/2018 09:00:04 PM,Loose Livestock,857466751,CAD: Loose Livestock,41.1329025,"{'type': 'Point', 'coordinates': [-112.0800047, 41.1329025]}",-112.0800047,Disorder,UT,06/28/2018 10:39:04 AM,84015.0
2708,1200 Block N 1000 W,C1924807,CLINTON,,07/24/2018 06:29:42 AM,Monday,0,07/23/2018 12:14:42 AM,Extra Patrol On Site Call,864756526,CAD: Extra Patrol On Site Call,41.1311042,"{'type': 'Point', 'coordinates': [-112.0450099, 41.1311042]}",-112.0450099,Community Policing,UT,08/06/2018 12:01:06 PM,84015.0
2709,500 Block W 2300 N,C1924813,CLINTON,,07/24/2018 06:29:42 AM,Monday,1,07/23/2018 01:02:45 AM,Extra Patrol On Site Call,864756525,CAD: Extra Patrol On Site Call,41.1471571,"{'type': 'Point', 'coordinates': [-112.0365146, 41.1471571]}",-112.0365146,Community Policing,UT,08/06/2018 12:01:07 PM,84015.0
2710,1000 Block W 1800 N,C1924818,CLINTON,,07/24/2018 06:29:42 AM,Monday,1,07/23/2018 01:14:02 AM,Traffic Stop,864756524,CAD: Traffic Stop,41.138681,"{'type': 'Point', 'coordinates': [-112.0457166, 41.138681]}",-112.0457166,Vehicle Stop,UT,08/06/2018 12:01:07 PM,84015.0
2711,600 Block W 2200 N,C1924827,CLINTON,,07/24/2018 06:29:42 AM,Monday,2,07/23/2018 02:05:08 AM,Traffic Stop,864756523,CAD: Traffic Stop,41.1457951,"{'type': 'Point', 'coordinates': [-112.0375899, 41.1457951]}",-112.0375899,Vehicle Stop,UT,08/06/2018 12:01:07 PM,84015.0
2712,2400 Block N 2845 W,C1924832,CLINTON,,07/24/2018 06:29:42 AM,Monday,3,07/23/2018 03:32:22 AM,Intoxicated Person,864756522,CAD: Intoxicated Person,41.1485718,"{'type': 'Point', 'coordinates': [-112.0805394, 41.1485718]}",-112.0805394,Liquor,UT,08/06/2018 12:01:07 PM,84015.0
2713,1300 Block N 3000 W,C1924845,CLINTON,,07/24/2018 06:29:42 AM,Monday,6,07/23/2018 06:45:54 AM,Traffic Stop,864756521,CAD: Traffic Stop,41.1329821,"{'type': 'Point', 'coordinates': [-112.0834655, 41.1329821]}",-112.0834655,Vehicle Stop,UT,08/06/2018 12:01:07 PM,84015.0
2714,1800 Block N 3000 W,C1924855,CLINTON,,07/24/2018 06:29:42 AM,Monday,7,07/23/2018 07:10:54 AM,Traffic Stop,864756520,CAD: Traffic Stop,41.14002250000001,"{'type': 'Point', 'coordinates': [-112.083375, 41.14002250000001]}",-112.083375,Vehicle Stop,UT,08/06/2018 12:01:08 PM,84015.0
2715,2000 Block W 800 N,C1924869,CLINTON,,07/24/2018 06:29:42 AM,Monday,8,07/23/2018 08:33:44 AM,Traffic Stop,864756519,CAD: Traffic Stop,41.1253533,"{'type': 'Point', 'coordinates': [-112.0645255, 41.1253533]}",-112.0645255,Vehicle Stop,UT,08/06/2018 12:01:08 PM,84015.0
2716,1400 Block W 1800 N,C1925602,CLINTON,,07/25/2018 06:43:52 AM,Tuesday,20,07/24/2018 08:45:55 PM,Traffic Stop,864839244,CAD: Traffic Stop,41.1398735,"{'type': 'Point', 'coordinates': [-112.0531015, 41.1398735]}",-112.0531015,Vehicle Stop,UT,08/06/2018 12:01:20 PM,84015.0
2717,2100 Block N 3000 W,C1925606,CLINTON,,07/25/2018 06:43:52 AM,Tuesday,20,07/24/2018 08:58:00 PM,Traffic Stop,864839243,CAD: Traffic Stop,41.1445558,"{'type': 'Point', 'coordinates': [-112.0835031, 41.1445558]}",-112.0835031,Vehicle Stop,UT,08/06/2018 12:01:21 PM,84015.0
2718,1200 Block N 1000 W,C1926120,CLINTON,,07/27/2018 06:08:07 AM,Thursday,2,07/26/2018 02:57:34 AM,Extra Patrol REQUEST,864988999,CAD: Extra Patrol REQUEST,41.1311042,"{'type': 'Point', 'coordinates': [-112.0450099, 41.1311042]}",-112.0450099,Community Policing,UT,08/09/2018 11:57:37 PM,84015.0
2719,1800 Block N 3000 W,C1908860,CLINTON,,06/16/2018 06:29:11 AM,Friday,17,06/15/2018 05:05:24 PM,Accident Property Damage,857546322,CAD: Accident Property Damage,41.14002250000001,"{'type': 'Point', 'coordinates': [-112.083375, 41.14002250000001]}",-112.083375,Traffic,UT,06/29/2018 12:14:06 PM,84015.0
2720,500 Block W 1800 N,C1908939,CLINTON,,06/16/2018 06:29:11 AM,Friday,21,06/15/2018 09:24:55 PM,Traffic Stop,857546317,CAD: Traffic Stop,41.1398807,"{'type': 'Point', 'coordinates': [-112.0355819, 41.1398807]}",-112.0355819,Vehicle Stop,UT,06/29/2018 12:14:06 PM,84015.0
2721,1500 Block W 1520 N,C1908947,CLINTON,,06/16/2018 06:29:11 AM,Friday,21,06/15/2018 09:54:33 PM,Traffic Stop,857546316,CAD: Traffic Stop,41.1357881,"{'type': 'Point', 'coordinates': [-112.0548216, 41.1357881]}",-112.0548216,Vehicle Stop,UT,06/29/2018 12:14:06 PM,84015.0
2722,900 Block W 1800 N,C1908959,CLINTON,,06/16/2018 06:29:11 AM,Friday,22,06/15/2018 10:17:34 PM,Traffic Stop,857546315,CAD: Traffic Stop,41.1400335,"{'type': 'Point', 'coordinates': [-112.0435754, 41.1400335]}",-112.0435754,Vehicle Stop,UT,06/29/2018 12:14:06 PM,84015.0
2723,2000 Block W 1800 N,C1904920,CLINTON,,06/07/2018 02:15:38 PM,Wednesday,14,06/06/2018 02:27:31 PM,Welfare Check,856627924,CAD: Welfare Check,41.1372077,"{'type': 'Point', 'coordinates': [-112.0609003, 41.1372077]}",-112.0609003,Other,UT,06/16/2018 07:12:24 PM,84015.0
2724,1600 Block N 2000 W,C1904921,CLINTON,,06/07/2018 02:15:38 PM,Wednesday,14,06/06/2018 02:30:46 PM,Accident Property Damage,856627922,CAD: Accident Property Damage,41.1369879,"{'type': 'Point', 'coordinates': [-112.0638633, 41.1369879]}",-112.0638633,Traffic,UT,06/16/2018 07:12:24 PM,84015.0
2725,600 Block W 2300 N,C1904946,CLINTON,,06/07/2018 02:15:38 PM,Wednesday,15,06/06/2018 03:02:55 PM,Traffic Stop,856627923,CAD: Traffic Stop,41.1471594,"{'type': 'Point', 'coordinates': [-112.0380253, 41.1471594]}",-112.0380253,Vehicle Stop,UT,06/16/2018 07:12:24 PM,84015.0
2726,700 Block W 2300 N,C1904953,CLINTON,,06/07/2018 02:15:38 PM,Wednesday,15,06/06/2018 03:14:44 PM,Traffic Stop,856627921,CAD: Traffic Stop,41.1473406,"{'type': 'Point', 'coordinates': [-112.0390209, 41.1473406]}",-112.0390209,Vehicle Stop,UT,06/16/2018 07:12:24 PM,84015.0
2727,1600 Block N 2000 W,C1905019,CLINTON,,06/07/2018 02:15:38 PM,Wednesday,17,06/06/2018 05:16:18 PM,Susp Circumstance,856627918,CAD: Susp Circumstance,41.1369879,"{'type': 'Point', 'coordinates': [-112.0638633, 41.1369879]}",-112.0638633,Community Policing,UT,06/16/2018 07:12:24 PM,84015.0
2728,1500 Block N 2275 W,C1905047,CLINTON,,06/07/2018 02:15:38 PM,Wednesday,17,06/06/2018 05:59:36 PM,Reckless Driver,856627917,CAD: Reckless Driver,41.1354884,"{'type': 'Point', 'coordinates': [-112.0696936, 41.1354884]}",-112.0696936,Traffic,UT,06/16/2018 07:12:24 PM,84015.0
2729,1600 Block N 2000 W,C1905065,CLINTON,,06/07/2018 02:15:38 PM,Wednesday,18,06/06/2018 06:45:24 PM,Animal Problem,856627915,CAD: Animal Problem,41.1369879,"{'type': 'Point', 'coordinates': [-112.0638633, 41.1369879]}",-112.0638633,Disorder,UT,06/16/2018 07:12:24 PM,84015.0
2730,N 2000 W,C1905066,CLINTON,,06/07/2018 02:15:38 PM,Wednesday,18,06/06/2018 06:46:13 PM,Accident Property Damage,856627916,CAD: Accident Property Damage,41.1390868,"{'type': 'Point', 'coordinates': [-112.0644343, 41.1390868]}",-112.0644343,Traffic,UT,06/16/2018 07:12:24 PM,84015.0
2731,1000 Block N 2000 W,C1905109,CLINTON,,06/07/2018 02:15:38 PM,Wednesday,19,06/06/2018 07:54:41 PM,Traffic Stop,856627913,CAD: Traffic Stop,41.1280074,"{'type': 'Point', 'coordinates': [-112.0637635, 41.1280074]}",-112.0637635,Vehicle Stop,UT,06/16/2018 07:12:24 PM,84015.0
2732,1200 Block W 2340 N,C1905161,CLINTON,,06/07/2018 02:15:38 PM,Wednesday,22,06/06/2018 10:27:33 PM,Reckless Driver,856627907,CAD: Reckless Driver,41.1479326,"{'type': 'Point', 'coordinates': [-112.0521791, 41.1479326]}",-112.0521791,Traffic,UT,06/16/2018 07:12:24 PM,84015.0
2733,2000 Block N 1350 W,C1905165,CLINTON,,06/07/2018 02:15:38 PM,Wednesday,22,06/06/2018 10:37:12 PM,Traffic Stop,856627908,CAD: Traffic Stop,41.1423615,"{'type': 'Point', 'coordinates': [-112.0517294, 41.1423615]}",-112.0517294,Vehicle Stop,UT,06/16/2018 07:12:24 PM,84015.0
2734,1600 Block N 2615 W,C1905168,CLINTON,,06/07/2018 02:15:38 PM,Wednesday,22,06/06/2018 10:47:57 PM,Welfare Check,856627906,CAD: Welfare Check,41.1366567,"{'type': 'Point', 'coordinates': [-112.0767251, 41.1366567]}",-112.0767251,Other,UT,06/16/2018 07:12:24 PM,84015.0
2735,2600 Block N 2000 W,C1905179,CLINTON,,06/07/2018 02:15:38 PM,Wednesday,23,06/06/2018 11:16:27 PM,Theft,856627904,CAD: Theft,41.1510805,"{'type': 'Point', 'coordinates': [-112.0640996, 41.1510805]}",-112.0640996,Theft,UT,06/16/2018 07:12:24 PM,84015.0
2736,1600 Block N 2000 W,C1905195,CLINTON,,06/07/2018 02:15:38 PM,Wednesday,23,06/06/2018 11:55:10 PM,Disorderly Conduct,856627905,CAD: Disorderly Conduct,41.1369879,"{'type': 'Point', 'coordinates': [-112.0638633, 41.1369879]}",-112.0638633,Disorder,UT,06/16/2018 07:12:24 PM,84015.0
2737,1200 Block N 1500 W,C1905251,CLINTON,,06/08/2018 05:50:33 PM,Thursday,7,06/07/2018 07:15:20 AM,Welfare Check,856727812,CAD: Welfare Check,41.1312294,"{'type': 'Point', 'coordinates': [-112.0544523, 41.1312294]}",-112.0544523,Other,UT,06/21/2018 12:01:58 PM,84015.0
2738,800 Block N 2000 W,C1906633,CLINTON,,06/11/2018 01:26:06 PM,Sunday,1,06/10/2018 01:02:26 AM,Susp Circumstance,857047180,CAD: Susp Circumstance,41.125366,"{'type': 'Point', 'coordinates': [-112.0645108, 41.125366]}",-112.0645108,Community Policing,UT,06/24/2018 09:57:18 PM,84015.0
2739,1300 Block N 950 W,C1908538,CLINTON,,06/15/2018 03:09:20 PM,Thursday,21,06/14/2018 09:02:56 PM,Traffic Stop,857466754,CAD: Traffic Stop,41.1326192,"{'type': 'Point', 'coordinates': [-112.0439976, 41.1326192]}",-112.0439976,Vehicle Stop,UT,06/28/2018 10:39:04 AM,84015.0
2740,600 Block W 800 N,C1926133,CLINTON,,07/27/2018 06:08:07 AM,Thursday,5,07/26/2018 05:54:05 AM,Susp Circumstance,864988998,CAD: Susp Circumstance,41.1259183,"{'type': 'Point', 'coordinates': [-112.0372889, 41.1259183]}",-112.0372889,Community Policing,UT,08/09/2018 11:57:37 PM,84015.0
2741,3100 Block W 1800 N,C1926151,CLINTON,,07/27/2018 06:08:07 AM,Thursday,7,07/26/2018 07:19:11 AM,Agency Assistance,864988997,CAD: Agency Assistance,41.140321,"{'type': 'Point', 'coordinates': [-112.0856969, 41.140321]}",-112.0856969,Other,UT,08/09/2018 11:57:37 PM,84015.0
2742,2400 Block N 2000 W,C1926224,CLINTON,,07/27/2018 06:08:07 AM,Thursday,10,07/26/2018 10:49:16 AM,Parking Problem,864988995,CAD: Parking Problem,41.1485222,"{'type': 'Point', 'coordinates': [-112.0641123, 41.1485222]}",-112.0641123,Traffic,UT,08/09/2018 11:57:37 PM,84015.0
2743,700 Block W 2005 N,C1926260,CLINTON,,07/27/2018 06:08:07 AM,Thursday,12,07/26/2018 12:55:00 PM,Welfare Check,864988994,CAD: Welfare Check,41.1431,"{'type': 'Point', 'coordinates': [-112.0416534, 41.1431]}",-112.0416534,Other,UT,08/09/2018 11:57:37 PM,84015.0
2744,1600 Block N 2000 W,C1926334,CLINTON,,07/27/2018 06:08:07 AM,Thursday,15,07/26/2018 03:33:43 PM,Theft,864988990,CAD: Theft,41.1369879,"{'type': 'Point', 'coordinates': [-112.0638633, 41.1369879]}",-112.0638633,Theft,UT,08/09/2018 11:57:37 PM,84015.0
2745,3300 Block W 2150 N,C1926399,CLINTON,,07/27/2018 06:08:07 AM,Thursday,17,07/26/2018 05:45:31 PM,Illegal Dumping,864988985,CAD: Illegal Dumping,41.1449931,"{'type': 'Point', 'coordinates': [-112.0896189, 41.1449931]}",-112.0896189,Disorder,UT,08/09/2018 11:57:37 PM,84015.0
2746,2000 Block N 550 W,C1926400,CLINTON,,07/27/2018 06:08:07 AM,Thursday,17,07/26/2018 05:47:13 PM,Assist Citizen,864988987,CAD: Assist Citizen,41.1425974,"{'type': 'Point', 'coordinates': [-112.036239, 41.1425974]}",-112.036239,Other,UT,08/09/2018 11:57:37 PM,84015.0
2747,800 Block W 1800 N,C1926411,CLINTON,,07/27/2018 06:08:07 AM,Thursday,18,07/26/2018 06:07:59 PM,Complaint on ATVs Scooters,864988986,CAD: Complaint on ATVs Scooters,41.1401615,"{'type': 'Point', 'coordinates': [-112.0414317, 41.1401615]}",-112.0414317,Traffic,UT,08/09/2018 11:57:37 PM,84015.0
2748,1600 Block N 2000 W,C1926497,CLINTON,,07/27/2018 08:21:20 AM,Thursday,22,07/26/2018 10:24:13 PM,Traffic Stop,864994756,CAD: Traffic Stop,41.1369879,"{'type': 'Point', 'coordinates': [-112.0638633, 41.1369879]}",-112.0638633,Vehicle Stop,UT,08/09/2018 11:57:38 PM,84015.0
2749,1600 Block N 2000 W,C1926511,CLINTON,,07/27/2018 06:08:07 AM,Thursday,23,07/26/2018 11:48:56 PM,Canine Search,864988974,CAD: Canine Search,41.1369879,"{'type': 'Point', 'coordinates': [-112.0638633, 41.1369879]}",-112.0638633,Community Policing,UT,08/09/2018 11:57:38 PM,84015.0
2750,1500 Block N 3000 W,C1927979,CLINTON,,07/31/2018 06:09:20 AM,Monday,19,07/30/2018 07:08:39 PM,Traffic Stop,865308736,CAD: Traffic Stop,41.1351432,"{'type': 'Point', 'coordinates': [-112.083264, 41.1351432]}",-112.083264,Vehicle Stop,UT,08/11/2018 12:02:58 PM,84015.0
2751,2000 Block W 1300 N,C1928001,CLINTON,,07/31/2018 06:09:20 AM,Monday,19,07/30/2018 07:33:02 PM,Traffic Stop,865308735,CAD: Traffic Stop,41.1326353,"{'type': 'Point', 'coordinates': [-112.0645127, 41.1326353]}",-112.0645127,Vehicle Stop,UT,08/11/2018 12:02:58 PM,84015.0
2752,1900 Block N 2225 W,C1909034,CLINTON,,06/17/2018 06:08:56 AM,Saturday,4,06/16/2018 04:00:51 AM,Residential Alarm,857633296,CAD: Residential Alarm,41.14160620000001,"{'type': 'Point', 'coordinates': [-112.0680097, 41.14160620000001]}",-112.0680097,Alarm,UT,06/29/2018 12:14:06 PM,84015.0
2753,1300 Block N 1000 W,C1928007,CLINTON,,07/31/2018 06:09:20 AM,Monday,19,07/30/2018 07:38:23 PM,Traffic Stop,865308733,CAD: Traffic Stop,41.13269529999999,"{'type': 'Point', 'coordinates': [-112.045219, 41.13269529999999]}",-112.045219,Vehicle Stop,UT,08/11/2018 12:02:59 PM,84015.0
2754,900 Block W 2300 N,C1928009,CLINTON,,07/31/2018 06:09:20 AM,Monday,19,07/30/2018 07:40:03 PM,Traffic Stop,865308734,CAD: Traffic Stop,41.147144,"{'type': 'Point', 'coordinates': [-112.0433155, 41.147144]}",-112.0433155,Vehicle Stop,UT,08/11/2018 12:02:59 PM,84015.0
2755,2600 Block N 2000 W,C1928011,CLINTON,,07/31/2018 06:09:20 AM,Monday,19,07/30/2018 07:46:00 PM,Vehicle Burglary,865308729,CAD: Vehicle Burglary,41.1510805,"{'type': 'Point', 'coordinates': [-112.0640996, 41.1510805]}",-112.0640996,Theft from Vehicle,UT,08/11/2018 12:02:59 PM,84015.0
2756,1600 Block N 1000 W,C1928016,CLINTON,,07/31/2018 06:09:20 AM,Monday,19,07/30/2018 07:52:53 PM,Susp Vehicle,865308732,CAD: Susp Vehicle,41.1369771,"{'type': 'Point', 'coordinates': [-112.0450456, 41.1369771]}",-112.0450456,Community Policing,UT,08/11/2018 12:02:59 PM,84015.0
2757,1900 Block N 1000 W,C1928018,CLINTON,,07/31/2018 06:09:20 AM,Monday,19,07/30/2018 07:57:39 PM,Traffic Stop,865308731,CAD: Traffic Stop,41.141575,"{'type': 'Point', 'coordinates': [-112.0454168, 41.141575]}",-112.0454168,Vehicle Stop,UT,08/11/2018 12:02:59 PM,84015.0
2758,1800 Block W 1800 N,C1928031,CLINTON,,07/31/2018 06:09:20 AM,Monday,20,07/30/2018 08:25:46 PM,Traffic Stop,865308730,CAD: Traffic Stop,41.1398754,"{'type': 'Point', 'coordinates': [-112.0600474, 41.1398754]}",-112.0600474,Vehicle Stop,UT,08/11/2018 12:02:59 PM,84015.0
2759,1400 Block W 2050 N,C1928043,CLINTON,,07/31/2018 06:09:20 AM,Monday,20,07/30/2018 08:47:09 PM,Traffic Stop,865308728,CAD: Traffic Stop,41.14343059999999,"{'type': 'Point', 'coordinates': [-112.0529376, 41.14343059999999]}",-112.0529376,Vehicle Stop,UT,08/11/2018 12:02:59 PM,84015.0
2760,2200 Block N 1500 W,C1928048,CLINTON,,07/31/2018 06:09:20 AM,Monday,20,07/30/2018 08:55:54 PM,Walk Through Security Checks,865308727,CAD: Walk Through Security Checks,41.1457978,"{'type': 'Point', 'coordinates': [-112.0548283, 41.1457978]}",-112.0548283,Community Policing,UT,08/11/2018 12:02:59 PM,84015.0
2761,1600 Block W 1800 N,C1928051,CLINTON,,07/31/2018 06:09:20 AM,Monday,21,07/30/2018 09:03:49 PM,Traffic Stop,865308725,CAD: Traffic Stop,41.1404404,"{'type': 'Point', 'coordinates': [-112.0566272, 41.1404404]}",-112.0566272,Vehicle Stop,UT,08/11/2018 12:02:59 PM,84015.0
2762,1800 Block W 800 N,C1928057,CLINTON,,07/31/2018 06:09:20 AM,Monday,21,07/30/2018 09:08:02 PM,Traffic Stop,865308726,CAD: Traffic Stop,41.1253615,"{'type': 'Point', 'coordinates': [-112.0633239, 41.1253615]}",-112.0633239,Vehicle Stop,UT,08/11/2018 12:02:59 PM,84015.0
